Hotel_Name,Negative_Review,Positive_Review,Cluster
K K Hotel George,, The breakfast was perfect very clean parking was easy to reach and available even we left the hotel one night to go to Leeds Very kind of the hotel ,4
K K Hotel George, We were put in a basement room which certainly wouldn t have classed as a 4 star room How ever it was clean and bed was comfortable , The location is definitely the main selling point,1
K K Hotel George, Wifi is ridiculously slow and fiddly to connect using Chrome Breakfast coffee was only average, Good quality breakfast food friendly and efficient staff,4
K K Hotel George, We choose to personally take our laundry to be cleaned as it was 1 10 th of the cost of what the hotel was going to charge this was very excessive The room was very warm but we managed by keeping the windows and drapes open , Staff was very friendly and helpful The location was great The room was very quiet ,3
K K Hotel George, Not convinced that solo travellers are treated with the same consideration as others for room location in the hotel in particular, Great Location with very easy access to public transport and popular location Major Shopping streets walkable A very comfortable hotel,0
K K Hotel George, Top floor rooms were so small had to leave one suitcase in the car as unable to fit it in Rooms very hot and had to have windows open in sub zero temperatures Shower over bath tub was dangerously erratic with cold water rapidly displaced by scalding water and no non slip mat or stickers in bath Lethal combination for the elderly or children Second room key not allowed by the hotel s security so had to call reception to let us in if separated Front desk staff very dismissive , Beds very comfortable Pleasant and necessary lounge area off reception with excellent bar staff Area good for restaurants ,3
K K Hotel George, The breakfast staff were not helpful When we went for breakfast the restaurant was busy and we were asked to wait about 5 minutes to be seated They forgot about us and we had to approach them about our table After 25 minutes we were finally seated I was so upset I did not have a breakfast and left the restaurant in disgust at our treatment We won t be back, Staff were courteous and helpful,4
K K Hotel George,, Location is excellent and easy to get into central London and choice of local restaurants fab Staff at the hotel are friendly and accommodating Rooms are spacious very comfortable and clean Breakfast options excellent and Bar area very comfortable and cosy Big plus is underground parking at the hotel also Fab experience all round ,2
K K Hotel George, couldn t work out how to crank DOWN the heating in the room Bathroom is miniscule Mini bar was very limited with its choice, good sized room for the price and wonderfully located having its own bar and restaurant on site was a bonus despite there being countless foodie drinkie options outside their doors ,3
K K Hotel George,, Excellent location near major railway lines Easy to get from the airport Friendly and helpful staff A homely atmosphere and personal attention Highly recommended ,2
K K Hotel George, Breakfast is expensive especially when I have already paid over 90 for a standard room per night , Location for Central London is perfect Hotel is very clean ,4
K K Hotel George, mistake over payments and noise due to creaky floorbords Also It would ve been nice if we were told beforehand that a 60 euros deposit would be required regarding potential mini bar consumptions When we refused to comply the person in charge told us curtly that our mini bar shall be emptied fothwith , very good location restaurants and supermarkets around and the clineanliness of the hotel ,5
K K Hotel George, The only thing I can think of is that i would have preferred not to have a wall to wall carpet in the room but it seemed clean so it was no big deal , Superfriendly staff comfortable beds safe in the closet and the housekeeping was superb they even made the bed extra nice for my daughter by tucking in her Teddybears 3 Clean bathroom nice shower and the room was nice and quiet for my daughter to sleep in the evening Unfortunately it was winter so we did not get the opportunity to spend time in the garden but it made a nice view from the window in our room and at the breakfast table The underground is only a 2 minute walk so getting around was very easy I am overall very satisfied with my stay at this hotel and would recommend it ,3
K K Hotel George,, I especially liked my room s well operating walk in non slip shower and bathroom an amenity not always found in other London hotels I also liked the comfortable bed the size of room the good elevators lifts and the proximity to Earl s Court Tube buses cafes shops and ATMs ,3
K K Hotel George,, Thank you K K Hotel George at Earl s Court you assured our stay in London was fun and despite some snow cozy and pleasant Thank you for accommodating our every need from booking theatre tickets to providing cutlery for our take away even letting us borrow the HDMI cable from the business centre Everyone is so knowledgeable and helpful and kind Cannot wait try your other locations thank you again kkhotelgeorge kkhotelgeorge,2
K K Hotel George, I had to ask at breakfast all 3 mornings we were there for coffee and re fills I think it would be better to have coffee on the buffet as you could just help yourself like you could with tea, Very good location for tube station and getting around all the sights and shows we had pre booked,4
K K Hotel George, My one complaint is the overly soft mattresses It was not good for my back , Friendly helpful staff The facilities are good including the bar The Earl s Court tube station is just a few steps away and this station has access to several useful lines For what you get the prices are reasonable Very nice breakfast buffet ,1
K K Hotel George, The mattress wasn t comfortable and the pillows were way too soft I had a neck ache the next morning The room was super tiny We stayed at the Hilton Bankside and the room was so spacious in comparison , The location was just 3 4 minutes from Earl s Court Paul s was also opposite the Underground station making it very convenient to pop by for breakfast excellent Espresso Cappucino and freshly baked pastries by the way before heading off for sightseeing ,1
K K Hotel George, Temperature in the room was difficult to regulate , The staff are really helpful and accommodating Nothing was too much trouble The hotel is very pretty in a great location with a cosy bar area I have stayed here several times and will definitely stay again ,0
K K Hotel George, I don t know if it was because I booked through Booking com but seemed to get the worst room in the place Underground with no view Unable to book breakfast for second day at the reduced price as I should have done it on check in I didn t know what I was going to be doing on check in Tea and biscuits not replenished the second day , The location,4
K K Hotel George, Really nothing this was a perfect choice , The entire staff were friendly courteous and helpful The room was clean and quiet and the breakfast was excellent as was the location 4 minute walk to the underground tube just perfect ,4
K K Hotel George, Rooms are not heated may be an issue in very cold winters Gym is open from 4 00 pm to 10 00pm when you usually are out , Location heated outdoor smoking area breakfast is good Just 2 min walk to Earls Court station Halal restaurants are very close by ,2
K K Hotel George, Soiled chair in room Pillows not clean Shower temp control very sensitive in 1st room we stayed in Value for money, Helpful friendly staff Good location,3
K K Hotel George,, Excellent hotel in every aspect Fantastic location with only a 2 3 minute walk to the tube station which takes you into central London Rooms are small but perfectly formed with a lovely bathroom All the staff are very polite and friendly and sorted out the small problem with the bathroom sink and brought a firmer pillow with no issues Great choice of buffet breakfast both hot and cold all replenished regularly Would definitely stay here again and recommend it to anyone ,0
K K Hotel George, We asked for 2 singles and a sofa bed but were given a double bed and no explanation There were few accessible plugs for hair straighteners and the like and the hair dryer didn t work To be fair we didn t take this up with the hotel so they may have sorted this if asked to do so , Comfy bed a lovely warm room with good facilities on a cold damp London day Great shower nice toiletries and fab fluffy towels Would stay again as it was a great location The things we didn t like weren t the end of the world and we enjoyed our stay ,1
K K Hotel George, No Iron and ironing board and maybe a few sachets of hot chocolate in the room nothing really to complain about , Location fantastic 2 minute walk to Earl Court tube shops and restaurants Beautiful building with parking ,2
K K Hotel George, Did book a twin bedded room and got a very large double so it didn t matter too much Loo very low lucky I am only 5ft 2 , Delicious English Breakfast Staff very helpful and pleasant ,4
K K Hotel George, Staff not particularly helpful Have stayrf before and not had room serviced so had to request this 3 times Breakfasy ok but not outstanding for a 4 Rooms small esp bathroom and not particularly warm, Its in the right area for what we need,6
K K Hotel George, Housekeeping missed my room one day and although I did not make much of a fuss over it I did not get a convincing explanation I did get an apology though , English breakfast everyday was a welcome bonus Bar is not impressive but well run kudos to Mariusz who looked after me ,4
K K Hotel George, room wasn t ready was upgraded but had to pay for a drink while we waited, overallthe hotel was worth themoney and really handy for the tube good local pub for a great breakfast,0
K K Hotel George, bathroom is really small, great location near the underground 5 breakfast room size consider good when compared to London hotels super fast Wifi,2
K K Hotel George, Staff could ve been a bit more clued up failed to check my booking room assigned was not what I asked for I requested a double and on entering the room was given a twin So was offered a double in the lower ground it didn t smell very pleasant in the room and the mattresses need to be changed I was advised I had been upgraded This was probably due to the error made on check in however even though the room may have been bigger there were no extras in the room and the TV was much smaller Clearly not an upgrade I don t know I guess for 135 I was expecting a lot more for a 1 night stay On checking in I was asked to pay for breakfast as its more expensive on the day yet it was already part of the rate I didn t have the best start to staying here unfortunately And not even a helping hand with my bag considering the error of assigning me the wrong room laid with the hotel breakfast could ve been more fresh and hotter Appreciate I had arrived 25mins before it closed yet it was still in the valid timeset , location was pretty good with decent restaurants in walking distance Wifi did the job Range of tv channels Shower was lovely,0
K K Hotel George, Weird atmosphere in reception many eastern European staff Room Cold and uninspiring 4 per drink of cheap orange juice mixed with tap water Overpriced overall, Location near Earls Court Tube stop,2
K K Hotel George, Front desk night manager charged my bill in dollars without permission He tried to net an extra 40 on my bill with the horrible exchange rate When I caught it he told me I must have authorized it at check in which I had not Completely unacceptable , Good English breakfast ,5
K K Hotel George, The towel in the bathroom had blood on it and it wasn t our blood so disgusting Also we had a room below the pavement at the front of the hotel with a lot of noise from foot traffic and their conversations , Staff on the front desk we re very welcoming ,3
K K Hotel George, The gym facility is pointless make sure you go elsewhere if you want to use the gym , Very short walk from the tube but not on the main road ideal location ,2
K K Hotel George, Two years in a row we checked in for 10 days On booking we were asked about early arrival and we noted we would arrive before the 3pm check in time No effort was made to shorten or minimize hours of waiting time to get our room Last year our friends from the Midlands arrived for a 1 night stay while we were there and at 9am sharp their room was ready and they got in Let me see ten days and thousands of pound versus one night Who do you take care of , Location location location and breakfast ,0
K K Hotel George, Saw into the cleaner maids cupboard due to a door not fully shut during hours when servicing of rooms was not happening, Wonderful bed Impeccably clean room Staff are very helpful and polite,5
K K Hotel George, The air condition did not work for cooling down the room we were told to shut it off and open the windows which brought all sounds from streets in from police etc Our room on the 5th floor was small and the bathroom was very small about 3 m2 , Comfortable beds quality breakfast nice and helpful staff short walk to the tube,5
K K Hotel George, The bathroom is too small and the break fast lacks variety for one staying more than four days I stayed for 6 nights The cleaners don t replenish toiletry supplies facial tissues ran out from my rom and they didn t refinish them They also don t replace bed covers if you don t ask them, The location the room was a little bigger for the usual London hotel room The staff are generally very friendly from the front desk to the kitchen huge asset for the hotel They provide umbrellas when it rains and of course the wifi fantastic I enjoyed my stay overall,3
K K Hotel George, It was noisy throughout the night because of the central heating boiler being so close to room 116 If it wasn t the boiler it was something else noisy , Comfortable bed,5
K K Hotel George, The heating was not working in the room for the first two days, Very well kept hotel with a lovely garden Staff particularly friendly and professional A very nice room,5
K K Hotel George, I think this may be a London thing judging from other reviews but the rooms and corridors are tiny think small and take away another foot In our room the window didn t close properly the heat didn t work and the bath did not empty when you took a shower Very dated apart from the TV If like us you intend not to be in your room much the hotel is adequate but would I stay again not if it was free is the answer, The Location was good on a quiet street about 200 meters from the Earls court Tube and buses Close to some nice restaurants and pubs for breakfast lunch or dinner,3
K K Hotel George, Noise from other rooms eg talking late at night airless corridors smelled a bit institutional, Very comfortable beds well lit room bathroom compact but worked well the staff were all polite and helpful good gardens and quiet location,5
K K Hotel George, The room facing the street sometimes there s some noise from people chat but it became silence after midnight , The staff are friendly and kindly to help Our room is not in the basement and it s clean especially the bathroom which we care most Briefly it s a good hotel in this price we ll choose to stay again next time ,5
K K Hotel George, I can t think of a thing that needed improved upon All aspects of my stay were excellent , Stayed in room 226 Comfy bed and pillows Quiet room facing lovely garden Super clean and neat Good size flat screen TV with lots of channels Staff wonderfully helpful Food in bar restaurant really good and priced on par with other sit down table service restaurants Two minute walk from Earl s Court Tube Also every convenience a traveler could want located right on Earl s Court Road several bank ATMs pubs and other eateries laundry dry cleaning services even America fast food if you need your fix McDonald s Burger King KFC and Starbucks There s even a retractable clothes line in the shower for those travelers like me who do a bit of sink laundry I always remind my fellow Americans who are not used to European hotel rooms that rooms are small compared to US standards but comfort cleanliness and location rank FAR higher in my opinion than wasted floor space ,0
K K Hotel George, Definitely not a 4 star hotel Triple room was super tiny not even a double room size we were really struggling Not enough wardrobe space not enough plugs in the room third bed very umcomfortable Facilities very basic toileteries including only shampoo and shower gel very bad quality not even shower cap or body lotion Except for the reception ladies staff very rude Definitely not reccomended Being in London in the same area several times and there are definitely better real 4 stars , The position of the hotel was very close to Earl s Court Tube Station,0
K K Hotel George,, The location was perfect Stones through away from Earls Court station Staff were all lovely and accommodating Gardens were lovely Cracking Thai restaurant round the corner too Rooms were fine nothing outstanding but clean and the bed was comfy We didn t use all the hotel facilities unfortunately as really busy sight seeing ,0
K K Hotel George, Cleaning of the hotel is a bit slow room does not get cleaned until 5pm For people who like to take some rest in the hotel during the day seems to be inconvenient , Very convenient location to transfer and restaurants and even the rooms are on ground floor it is on a quiet street and we are able to a good night rest ,0
K K Hotel George, Very small room dated interior The cleaning could improve My room floor had an angle from one side of the wall towards the bed The bed was loosing boards underneath it , The staff was helpful and friendly The lobby bar and breakfast areas are pleasant It is conveniently located close to the center without being in a noisy road Very close proximity to fast food chains supermarket and the metro ,5
K K Hotel George, Maybe bathroom door could open out vs in as it s a very tight space and this would help , Bed linen is so cozy lovely breakfast super showers and staff are great and friendly ,3
K K Hotel George, There is no proper air conditioning it s set to heating in October so the room can get too hot to have a comfortable temperature to sleep Air con at this time of the year is opening the windows , Location excellent Staff very helpful ,5
K K Hotel George, We only stayed 2 nights , The location was perfect close to the Underground restaurants etc yet quiet The food both breakfast and lunch was delicious fresh flavorful The staff throughout from front desk to housekeeping to restaurant were delightful The room was spotless bed was heavenly view from the room was a beautiful garden Perfect conclusion to our 3 week stay in the UK,0
K K Hotel George,, This is the second K K hotel I stayed at the other was in Barcelona It s a great boutique hotel The hotels are spotless staff is extremely friendly and this particular hotel has the most gorgeous back yard although it was a little too cold to sit outside You re in a good neighborhood not in the thick of it all which is nice for London Would definitely stay here again ,0
K K Hotel George, There was nothing that we can think of The room key is very large and there is only one They ask that you turn it in when you go out It s a little eccentric but OK , It was small but comfortable and very quiet The garden was beautiful Breakfast was very good Staff was friendly and helpful It is located only two blocks from the tube ,5
K K Hotel George, there where waterpipes near the room it sounded like it s in our own toilet everytime someone upstairs flushed very loud and sbsolutely disturbing maybe only in these room 12 ,,5
K K Hotel George, The room was really really cold The heating didn t work I was brought an electric heater but the room was too cold for it to make any difference This led to a really bad nights sleep , Quiet room,5
K K Hotel George,, K k is a heath hotel that can a person stay on I like it a lot I get a beautiful welcome I think to come next year with my family And thank you for all ,2
K K Hotel George, Thankfully upgraded to a superior room and even that was small and noisy No scrambled eggs at breakfast first morning second morning they ran out of eggs Should be constantly monitored This is a deceptively large and busy hotel I requested somewhere within close walking distance to Olympia 25 min walk is not that close , Staff Great friendly Acomodating In particular reception staff and bar man Wednesday night You can open a bedroom window,4
K K Hotel George, The bed mattress was too hard without the mattress topper on which we removed because it made us hot The mattress was orthopaedic firm, Staff were very helpful,1
K K Hotel George, Breakfast is good but has some potential for improvements Long periods without eggs etc Very limited selection of vegetables and salad Would probably expect better breakfast from a 4 star place , Very good location in a quiet street with no bars or noisy passer bys Only a short walk to nearest subway Nice and clean hotel but with relatively small rooms Good service but could benefit from a bit more warmth from he staff Nice breakfast restaurant Will come back again ,4
K K Hotel George, Don t believe there was anything we didn t like My personal choice for marmalade at breakfast wasn t available but I was able to find something else amongst the spread choices to satisfy my palate so this isn t a complaint , The hotel is incredibly handy to Earl s Court Station We loved using the garden at the rear of the hotel plus its quiet location such a bonus for enjoying a quiet G T at the end of each hectic day in London We ate breakfast daily throughout our stay in the hotel s restaurant and the freshness food quality and choices were excellent Being exhausted one night we ate dinner also in the restaurant where we chose from a limited but ample menu Must mention that we had initial fears of noise from the elevator adjacent to which our room was located There was no need to worry as we never heard a sound from it amazing We ll be using this hotel again as it suited us so well ,4
K K Hotel George, Personally I think the bathroom needs a door to keep water away from the toilet and it will save the clerk a lot of cleaning work by putting a plastic bag in the rubbish bin , Excellent location You have the access to Earl s Court Underground within 3 minutes walk District and Piccadilly Lines take you to most of the sites you possibly need to go especially Heathrow without any transfer Many stores and restaurants around but the hotel is situated in a quiet quarter ,3
K K Hotel George, Just walking in the reception could be made a bit more comfortable perhaps seating for more than 1 person a table for brochures Also we found that the area had many good local restaurants which could be printed on a simple map as well as grocery stores hairdresser etc These were in walking distance to the hotel and would be a great help for first time visitors , House keeping quality and service very good Even folded our clothes Breakfast was unbelievable You even had stewed prunes First floor room was clean comfortable and very quiet Loved the morning newspapers and availability of little lounge for afterdinner coffee and drinks Liked the breakfast being made available with room price Obtaining a cab at desk was very quick and their services the cab was quality also Would consider staying here again ,0
K K Hotel George,, Although the rooms are small they are comfortable and cozy and we found the hotel to be a great spot to rest and relax after running around the city Breakfast was included making the price a little more reasonable than many hotels in this very expensive city ,0
K K Hotel George, Nothing could have been better honestly and I m very critical and picky , I love everything about this hotel it s in a perfect location round the corner from the tube but in a quiet street The breakfast caters for all tastes and is plentiful and delicious The rooms and beds are comfortable and very clean the staff can t do enough for you The whole feel of the hotel is up to and excelling in some cases the standard of an expensive West End hotel but with a cosy feel to it It s my favourite hotel in London and I ve stayed in quite a few ,0
K K Hotel George,, This is the second time I stay in this hotel It s clean and bed is calling my comfortable Also the vote is near by earls court underground station and the street is full of restaurants coffee shops and supermarkets,2
K K Hotel George,, close to city center 3mins away from Tube station very clean and comfortable rooms very friendly and professional staff excellent breakfast,2
K K Hotel George, It took them 3 days to charge our card minutes before the client arrived inconvenient and stressful to deal with i had to repeat the story to 3 different staff poor english from staff we cant book for our employees there again,,6
K K Hotel George, The breakfast was expensive and not what every traveler would want early in the morning It would have been nice if coffee was offered in the bar for people that werent dining We would have been happy to pay for it too Instead we had to walk a block every morning to get take out coffee so we could drink it while we all showered for the day We noticed many guests doing the same , This hotel was a great value near the tube station in Earl s Court It was one of the few places in London that offered three twin beds in one room which was perfect for us since we were traveling with our daughter It was very clean and charming with comfortable beds and in a lovely quiet neighborhood proximate to transportation to everything There was a nice little lounge bar in the lobby that we stopped into every night after our touring ,0
K K Hotel George, Why carp when there is nothing to carp about , Staff are well mannered and provide high standards of service Breakfast buffet is first rate Easy access to rest of London esp Old Brompton Road and Knotting Hill ,4
K K Hotel George, The official price is a bit high unless you can take advantage of a good offer like I did , Location is very useful for Heathrow as taking the tube is safer than taxi if you don t want to miss your flight The place is very clean room size is fine and staff is very good ,2
K K Hotel George, The room temp was a little warm and the windows didn t really open It was very hot in London while I was there so it wasn t really under their control, Great location easy transportation to everything Walking distance to restaurants and grocery stores Room was very quiet and comfortable,5
K K Hotel George, The ATM machine malfunctioned and a more timely out of service notice would have eliminated some stress , The breakfast selections were plentiful and and the attention to service was appreciated We especially liked the orderly way seating at breakfast was handled Great taxi service was provided when requested ,4
K K Hotel George, The bathroom was cramped It was hard for someone adult sized to go to the toilet or use the shower easily The shower spilled water out all over the floor There was nowhere to put your dry clothes the sink area vanity splashed so it was wet and the hook behind the door was tiny and things fell off it Water from the shower would have reached it anyway as there was no door screen to the shower in that direction The breakfast was very disappointing It was lukewarm and the eggs tasted highly of vinegar We had to ask for extra teabags as the tea brought to us was very weak and not brewing well I also felt that the sausages were not entirely cooked The bacon was quite watery The selection of food was on the small side and in all it could have been cooked served better , The beds and decor were nice It was an easy walk from the tube station and there were plenty of food establishments still open around it late at night We chose this hotel because three adults could stay in the one room in three separate beds which is a rare thing to find in accommodation Extra pillows and a toothbrush set were brought promptly on request ,3
K K Hotel George, Air conditioning didn t cope with the really hot weather but luckily had big windows we could open to cool the room down at night , We had a fantastic stay at the K K George Very easy access to Earls Court tube which goes straight to Heathrow as well as being a great start to explore London easily Quiet street just behind the main shops and a lovely garden to have an evening drink in Room was very comfortable and well serviced Breakfast had lots of choice Really a lovely base for a holiday in London ,2
K K Hotel George, Bed sheets pillows and carpet could be cleaner bugs , Location Close to some shops and restaurants only 3 minutes walk Underground 4 minutes walk Polite and assistive staff Room space is good,1
K K Hotel George, Nothing really A lower price is always good of course , Excellent location quiet but easy access to transport Quiet room plenty big enough very clean with attractive garden views Very good breakfast Friendly and helpful staff Would be very happy to stay there again ,4
K K Hotel George, WiFi was a bit slow , Location was excellent as it was very close to Earls Court station and to the main High street Staff were friendly and breakfast was really good We were given the executive room which has direct access to the beautiful garden My whole family loved this hotel and for sure will book it again when I travel to London ,2
K K Hotel George, Housekeeping staff were rude shower had water pressure and temperature problems and the hotel has double charged me and has yet to solve the issue , Great food very nice bar staff,3
K K Hotel George, Ex Suite was extremely small smaller then our yacht cabin the week before The temperature of the room could not be lower than 18 degrees which wasn t cool enough ,,5
K K Hotel George, The bathroom is on the smaller side , Excellent location on a quiet street just around the corner from Earl s Court tube station Easy acess from Heathrow Airport 35 minutes by underground A garden at the back adds great value on a summer s day ,2
K K Hotel George, the room was a little small and the shower ran hot and cold , It is a smart comfortable hotel and our room was quiet which was something I specifically asked for but ,3
K K Hotel George, Room was small but adequate There was old toothpaste under a rim of the washbasin which was never reached by the cleaner even though I put some paper on it to indicate its existence Fire alarm went off at 2 am and we were all in the street for a while All was eventually sorted but no general instructions or explanation , A lovely choice at breakfast with freshly cooked food Staff were pleasant and helpful Good late checkout time ,4
K K Hotel George, Fire alarm and semi evacuation at 2 am little or no direction by staff Reason for alarm a guest had caused an electrical short was announced by Fire officer for benefit of those near enough to hear No subsequent acknowledgement or customer relations gesture by hotel e g perhaps a small discount on checkout other than being told somewhat curtly that it wasn t the fault of the hotel Some guests noticed from the street that a number of bedrooms had remained occupied throughout the incident , Convenient location for our purpose Clean and comfortable rooms,5
K K Hotel George, The room it was fairly small It wasn t a problem for us as we spent very little time in the room but it was rather compact and may be a problem for those who need to use the room longer than we did , Staff were very friendly and accommodating and the bed was very comfy ,1
K K Hotel George, Room was a little on the small side but that is to be expected in central London Shower temp was very dodgy but not a major issue either , Lovely hotel great location for Earls Court Tube extremely comfortable beds which is very important after a day of London sightseeing and very quiet We had a great sleep both nights ,3
K K Hotel George, Nothing really , Very comfy beds and helpful staff Easy walk to the tube station Price we secured was very good Access to computers and printers very helpful ,1
K K Hotel George, Our room had a very pungent smell of tobacco smoke The blackout blind didn t work very well , The hotel and the rooms were very nicely presented Clean and functional Beds were very comfortable ,5
K K Hotel George, Nothing, Beautifully kept large sized garden with separate areas for sitting for drinks afternoon tea Beautiful view of garden from room Very nicely appointed with fresh modern decor in lobby lounge and rooms No problems at all with a small pet Very convenient to well connected Earls Court tube station ,2
K K Hotel George, Air conditioning a little noisy we opened the window instead, Well located very clean and good sized rooms Bar food and Breakfast was excellent staff very friendly and helpful Definitely stay again,5
K K Hotel George, They weren t inexpensive , The room was clean the buffet offered plenty of variety and the staff couldn t have been better Leann in particular stood out but everyone was eager to please knowledgeable and responsive,4
K K Hotel George, Farthest room from elevator Uncomfortable bed Air conditioning would not set to our temperature therefore far too hot in room Staff were not interested when told about it We did not sleep well because of it ,,5
K K Hotel George, Room needed to be redecorated as it was a little worn looking, Location very convenient to tube nice garden area to sit in after a long day breakfast buffet was very nice,4
K K Hotel George,, Conveniently placed near tube and bus stations and earl s court high street Very quiet since it s in a back lane Nice view from the fifth floor ,2
K K Hotel George, Cost of the executive double room same as our usual classic double room clearly dishonest Shower bathroom in executive older and not as helpful as the walk in shower in classic Air con did not work So called mini bar is not a mini bar but a bare fridge We have been here many times but the added cost over 100 a night for fewer facilities amenities has upset us a great deal , Like the location as I chose it myself Breakfast is fine and staff very professional and approachable Bed very comfy,3
K K Hotel George, Room was really tiny and I don t think was good value for money but I would definitely stay again in upgraded room as this is a fantastic hotel, Everything except the space in the room,0
K K Hotel George, Tea and coffee facilities in the rooms need updating and improving The old fashioned kettle and a hand full of tea bags and instant coffee sachets might have been okay in the early 90 s but not anymore And would it really be too much to ask for a bottle of water or two in a 200 per night room Instead of draining the tap dry in search of something other than tepid water from the bathroom sink , The beds were comfortable and the rooms clean and spacious The staff are polite and helpful ,3
K K Hotel George, Small room Some staff weren t very knowledgeable about the area and transportation options , Great selection for breakfast buffet Hotel location great Near Earls Court tube station Loved the huge garden where you could sit and eat or have a beverage Hotel has a bar high is convenient,2
K K Hotel George,, We had a lovely stay at K K the staff was wonderful and so thoughtful When we arrived at 7 30 am after travelling all evening they offered the use of the Wellness Center to take showers amazing fluffy towels and freshen up before we headed out for a day of sightseeing since we would not be able to check in until 3pm That really saved the day and we had an amazing day in London ,6
K K Hotel George, Wifi is so weak and slow at night heating is weak although it is coming from a controllable central air conditioning bath is a bit small hotel overall is a bit dated breakfast is expensive, Good range of foods and drinks for the breakfast location is just next to Earl s court station compact but clean equipment fully provided room friendly staffs,2
K K Hotel George, Not keen on the steps up to the front door is there an alternative entrance for mobility impaired , Excellent staff breakfast was great with a good choice Room very comfortable Location is brilliant and there is very little street noise ,2
K K Hotel George,, the staff were very helpful with directions and very welcoming The bar area was welcoming as a lone female on business I didn t feel overwhelmed eating drinking there The location to the tube was excellent,6
K K Hotel George, Rigid rules Our plane arrives in the morning so I requested early check in in the booking Acknowledgement for the request was sent by booking com but no reply or notice from the hotel We arrived and was greeted by a male tall staff with a stern face and harsh tone I started with good morning I know it s too early but I wonder if you ve got a room for us I booked 2 rooms but was just hoping just to get a room first as my father is disabled and he wetted his pants on the way to airport He replied without even looking at me room is guaranteed at 3pm Leave you baggage over there He then started tossing a baggage tag to me and several more The tags are in pairs 1 to tie on the bag and one for us to keep he untied the first pair and literally tossed the remaining 4 pairs to me as I realised it was self service I did the 5 bags by myself and before I could finish he already rushed me to take my tags I can t believe he could be so rude We brought my father downstairs to the loo and got him changed and went out We were so very exhausted and we couldn t help return to the hotel at around 12nn By then we were offered 1 room I saw the lady pulling the file from a stack and I am not sure if there actually were other rooms available already I let my parents in the room and it was soooo very small even by london s standard My bf and I waited at the lobby when we were being stared by the staff like we offended them We waited till 3pm to get our room and of course our room is not next to my parents even though I requested for it when I made the booking and no reply as well And during the check in I had to fill in exactly the same form again with the same info I have absolutely no idea why when the whole booking was made by me myself I understand that they were only following procedures but all these were just very inhuman and inflexible that exhausted guests in every way , Location is good 2 mins to Earl s Court station Loads of restaurants nearby Tranquil neighbourhood Clean Free printing stable wifi,5
K K Hotel George, Took several days to fix a broken window curtain so woken very early in the morning by sunlight Temperature fluctuations in the shower from scalding hot to cold was annoying , Very comfortable beds Very quiet despite facing the street Excellent breakfast Great location Friendly staff Close to good restaurants and pubs ,1
K K Hotel George, Not much room in bathroom and room was basic for the price paid Aside from that the hotel was lovely , Room was basic for the price we paid It was very hot in the room and not very much room in the bathroom Spotlessly clean and good location ,3
K K Hotel George, Its a hit and miss with the reception staff Sometimes I got lucky with someone who s friendly and provided excellent customer service but sometimes some of them were too green and not that trained The restaurant got very busy during breakfast time so the staff could get unfriendly , I love the location and working Wi Fi,6
K K Hotel George, The double room we stopped in was a little small but was adequate , The breakfast was excellent The garden at the back of the hotel was superb the children could run around let off steam whilst we had a drink in the garden The staff were very friendly Excellent location ,0
K K Hotel George,, The room was compact but bright and nicely decorated Staff very friendly and helpful Peaceful street but very close to Earl s Court tube Would stay there again,5
K K Hotel George, Occasional quirky sound from the floor next door or 1 floor above quite disturbing Expensive , Good location in Earls court quiet and comfortable ,5
K K Hotel George, the size of the room is small for Americans but pretty standard for Europe , the bed was very comfortable and the linens crispy clean we paid 15pounds for the breakfast buffet which was good with fresh fruit eggs were delicious The price for breakfast is a little high I liked the free coffee in the lobby and the free apples service for breakfast excellent with lots of refills and frquent refills on the hot items which were also really hot ,4
K K Hotel George, Let me think about it Nothing really , Perfect location in South West London Very serene and close to the tube station about 250 meters Many restaurants around and nice walk to Hyde Park Very clean and decent place ,2
K K Hotel George, The restaurant changed as we were about to leave and the new menu didn t look very appealing, The room was spacious and very clean and the location meant it was incredibly easy for us to get about on the underground ,0
K K Hotel George, I can t think of a single thing , Refurbished with lovely granite bathroom and very comfortable beds We had the classic twin which like most London hotels was small but adequate We suggest you book the breakfast included rate as it is a superior buffet Location is great as only a block away from the tube with the Picadilly line leading direct to Covent Garden and the theatres ,0
K K Hotel George, Having stayed here a few times before I thought I would have a pleasant stay as usual I was wrong For a business traveller small things like toiletry and wifi go a long way Those used to be good in this hotel Not when I visited this time I ll look for somewhere else for my next trip ,,0
K K Hotel George, The toilet was too low to the floor The room was much too hot and the Windows did not open , The bed was very comfortable and the bathroom was lovely All very clean ,3
K K Hotel George, There was nothing in the mini fridge It was empty I would have liked to have had the option of drinking eating something later in the evening before going to bed without having to call room service , The bed was definitely extra comfy slept like a baby The staff was friendly and helpful The printing center was also very convenient ,1
K K Hotel George, The toilet is slightly small though it contains everything The floor is wooden so you could hear people walking It will be noisy for people with difficulty of falling asleep But for travellers just coming to London this does not count , Unlike the small hotels around this area this one is large and well organized The location is great which is only 3 munites walk from Earl s Court underground station which means it is in a quiet street but also is so easy to get food around The room is comparatively large considering the size of the hotel rooms in London It only takes about 40 munites going from Heathrow airport to the hotel and is very suitable for people with large suitcases and arrive in London not very early I will definitely prefer this hotel next time ,3
K K Hotel George, The rooms were extremely small I don t think the breakfast was good value for money, Loved the location so easy to access the subway and coffee shops and restuarants,4
